rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,source_file
25,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,"Feid, Young Miko",CLASSY 101,UMLE - Latino,8,16,15,18944450,regional-global-weekly-2023-07-13.csv
26,spotify:track:7mXuWTczZNxG5EDcjFEuJR,"Peso Pluma, Gabito Ballesteros, Junior H",LADY GAGA,Double P Records,9,13,3,18182110,regional-global-weekly-2023-07-13.csv
27,spotify:track:6dTA6y0C2ReQklntzZl8l3,Taylor Swift,The Story Of Us (Taylor's Version),Taylor Swift,27,-1,1,17734508,regional-global-weekly-2023-07-13.csv
28,spotify:track:4eMKD8MRroxCqugpsxCCNb,"Tainy, Bad Bunny",MOJABI GHOST,"NEON16, LLC",12,12,2,17609297,regional-global-weekly-2023-07-13.csv
29,spotify:track:5AqiaZwhmC6dIbgWrD5SzV,"Bizarrap, Peso Pluma","Peso Pluma: Bzrp Music Sessions, Vol. 55/66",DALE PLAY Records,2,18,7,17564491,regional-global-weekly-2023-07-13.csv
30,spotify:track:1UMm1Qs3u59Wvk53zBUE8r,Fuerza Regida,SABOR FRESA,Rancho Humilde/Street Mob Records,15,17,3,17486104,regional-global-weekly-2023-07-13.csv
31,spotify:track:30Y4CV7A6YqtQtTTo7Ue4j,Taylor Swift,Mean (Taylor's Version),Taylor Swift,31,-1,1,17415414,regional-global-weekly-2023-07-13.csv
32,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,20,20,53,17236435,regional-global-weekly-2023-07-13.csv
33,spotify:track:4ABYxlb92WBIjHu7TIKmml,"Taylor Swift, Hayley Williams",Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),Taylor Swift,33,-1,1,16886371,regional-global-weekly-2023-07-13.csv
34,spotify:track:1s7oOCT8vauUh01PbJD6ps,"Rema, Selena Gomez",Calm Down (with Selena Gomez),Mavin Records / Jonzing World,9,21,46,16495009,regional-global-weekly-2023-07-13.csv
35,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ,"Taylor Swift, Fall Out Boy",Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),Taylor Swift,35,-1,1,16474250,regional-global-weekly-2023-07-13.csv
36,spotify:track:6WzRpISELf3YglGAh7TXcG,"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),XO / Republic Records,16,37,6,16320122,regional-global-weekly-2023-07-13.csv
37,spotify:track:0zo975x58DlXbZllWvfYhg,Taylor Swift,When Emma Falls in Love (Taylor’s Version) (From The Vault),Taylor Swift,37,-1,1,16282905,regional-global-weekly-2023-07-13.csv
38,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,38,39,17,16107497,regional-global-weekly-2023-07-13.csv
39,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,34,34,83,16091175,regional-global-weekly-2023-07-13.csv
40,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,"KAROL G, Shakira",TQG,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,1,24,20,15923679,regional-global-weekly-2023-07-13.csv
41,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,2,29,32,15899302,regional-global-weekly-2023-07-13.csv
42,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,31,38,15893581,regional-global-weekly-2023-07-13.csv
43,spotify:track:368eeEO3Y2uZUQ6S5oIjcu,Fuerza Regida,TQM,Rancho Humilde/Street Mob Records,9,22,8,15878609,regional-global-weekly-2023-07-13.csv
44,spotify:track:7bPp2NmpmyhLJ7zWazAXMu,"Peso Pluma, Grupo Frontera",TULUM,Double P Records,30,30,2,15761149,regional-global-weekly-2023-07-13.csv
45,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,Morgan Wallen,14,28,23,15707263,regional-global-weekly-2023-07-13.csv
46,spotify:track:1Hs1uUl8o2VtDp1DABFq0O,"LIT killah, Tiago PZK, Maria Becerra, Duki, Emilia, Rusherking, Big One, FMK",Los del Espacio,WEA Latina,19,33,6,15664436,regional-global-weekly-2023-07-13.csv
47,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",El Azul,WEA Latina,14,32,20,15550949,regional-global-weekly-2023-07-13.csv
48,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU,Taylor Swift,Foolish One (Taylor’s Version) (From The Vault),Taylor Swift,48,-1,1,15253048,regional-global-weekly-2023-07-13.csv
49,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,1,25,240,15154259,regional-global-weekly-2023-07-13.csv
50,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,Like Crazy,BIGHIT MUSIC,15,19,16,15131364,regional-global-weekly-2023-07-13.csv
51,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,2,36,46,14922016,regional-global-weekly-2023-07-13.csv
52,spotify:track:4tMzIAFTFdqGBQLdfbPces,Taylor Swift,Haunted (Taylor's Version),Taylor Swift,52,-1,1,14830989,regional-global-weekly-2023-07-13.csv
53,spotify:track:4hqJ4bSlYJOXb6Z4SRmzxs,Taylor Swift,Long Live (Taylor's Version),Taylor Swift,53,-1,1,14674875,regional-global-weekly-2023-07-13.csv
54,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,The Weeknd/Lyric,12,40,74,14604175,regional-global-weekly-2023-07-13.csv
55,spotify:track:1daDRI9ahBonbWD8YcxOIB,Miley Cyrus,Angels Like You,RCA Records Label,24,27,17,14593347,regional-global-weekly-2023-07-13.csv
56,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,16,35,20,14569849,regional-global-weekly-2023-07-13.csv
57,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,I Ain't Worried,Mosley Music/Interscope Records,7,38,58,14386392,regional-global-weekly-2023-07-13.csv
58,spotify:track:4W4fNrZYkobj539TOWsLO2,"The Weeknd, Ariana Grande",Die For You (with Ariana Grande) - Remix,XO / Republic Records,2,41,20,14366896,regional-global-weekly-2023-07-13.csv
59,spotify:track:1HCdems7PQZRj42QDWLA0A,Taylor Swift,Timeless (Taylor’s Version) (From The Vault),Taylor Swift,59,-1,1,14112685,regional-global-weekly-2023-07-13.csv
60,spotify:track:4JdSXF2p71cr8uCY3UiJM0,"Yahritza Y Su Esencia, Grupo Frontera",Frágil,Lumbre Music/Columbia,37,43,13,14089025,regional-global-weekly-2023-07-13.csv
61,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night - From Barbie The Album,Atlantic Records,17,58,7,14038026,regional-global-weekly-2023-07-13.csv
62,spotify:track:59KOoHFcw5XfICnO57holu,Taylor Swift,Last Kiss (Taylor's Version),Taylor Swift,62,-1,1,14024354,regional-global-weekly-2023-07-13.csv
63,spotify:track:21N77gfWYoQDvrLvaeiQgi,"Rauw Alejandro, Bizarrap",BABY HELLO,Sony Music Latin/Duars Entertainment,51,51,3,13781210,regional-global-weekly-2023-07-13.csv
64,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,The Weeknd/Lyric,1,45,145,13771799,regional-global-weekly-2023-07-13.csv
65,spotify:track:3BKD1PwArikchz2Zrlp1qi,"David Guetta, Anne-Marie, Coi Leray",Baby Don't Hurt Me,Parlophone UK,48,48,14,13768374,regional-global-weekly-2023-07-13.csv
66,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,4,52,54,13424567,regional-global-weekly-2023-07-13.csv
67,spotify:track:4PA1wK0leCjmRZlP5dQ8Lv,"Sky Rompiendo, Feid, Myke Towers",El Cielo,Sony Music Latin,18,50,6,13413947,regional-global-weekly-2023-07-13.csv
68,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,15,46,118,13325910,regional-global-weekly-2023-07-13.csv
69,spotify:track:609E1JCInJncactoMmkDon,"ROSALÍA, Rauw Alejandro",BESO,Columbia Records/Duars Entertainment/Sony Music Latin,5,49,16,13181470,regional-global-weekly-2023-07-13.csv
70,spotify:track:0fABszUFNbNq9IW503Gj8v,"DENNIS, MC Kevin o Chris",Tá OK,Sony Music Entertainment,41,47,6,13073571,regional-global-weekly-2023-07-13.csv
71,spotify:track:2EFZ9emtKWEglWUQGEQ3P9,Taylor Swift,Never Grow Up (Taylor's Version),Taylor Swift,71,-1,1,13030078,regional-global-weekly-2023-07-13.csv
72,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,56,29,12907116,regional-global-weekly-2023-07-13.csv
73,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Kali Uchis,Moonlight,Geffen Records,37,61,18,12731018,regional-global-weekly-2023-07-13.csv
74,spotify:track:2NFadq6pUeiVEihLvUlOSr,"Bizarrap, Rauw Alejandro","Rauw Alejandro: Bzrp Music Sessions, Vol. 56/66",DALE PLAY Records,14,26,3,12547648,regional-global-weekly-2023-07-13.csv
75,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,50,64,134,12375827,regional-global-weekly-2023-07-13.csv
76,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,Warner Records,3,59,23,12373796,regional-global-weekly-2023-07-13.csv
77,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,1,62,189,12354539,regional-global-weekly-2023-07-13.csv
78,spotify:track:26b3oVLrRUaaybJulow9kz,Libianca,People,5K Records Limited,37,57,26,12295251,regional-global-weekly-2023-07-13.csv
79,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,67,20,12293418,regional-global-weekly-2023-07-13.csv
80,spotify:track:5odlY52u43F5BjByhxg7wg,JVKE,golden hour,JVKE,14,66,46,12138221,regional-global-weekly-2023-07-13.csv
81,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,"Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52/66",DALE PLAY Records,1,69,53,11982759,regional-global-weekly-2023-07-13.csv
82,spotify:track:1zsPaEkglFvxjAhrM8yhpr,"Ozuna, Feid",Hey Mor,Aura Music Corp.,14,74,39,11981636,regional-global-weekly-2023-07-13.csv
83,spotify:track:0dS2u2UFd88TIzDDaZDLvS,d4vd,Here With Me,Darkroom/Interscope Records,14,68,37,11966784,regional-global-weekly-2023-07-13.csv
84,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,Republic Records,10,65,32,11952303,regional-global-weekly-2023-07-13.csv
85,spotify:track:12nBPF4Rh4XLFJV0YLN7uj,Taylor Swift,Innocent (Taylor's Version),Taylor Swift,85,-1,1,11897209,regional-global-weekly-2023-07-13.csv
86,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,57,71,46,11834130,regional-global-weekly-2023-07-13.csv
87,spotify:track:741UUVE2kuITl0c6zuqqbO,"Nicki Minaj, Ice Spice, Aqua",Barbie World (with Aqua) [From Barbie The Album],Atlantic Records,38,53,3,11771940,regional-global-weekly-2023-07-13.csv
88,spotify:track:4FAKtPVycI4DxoOHC01YqD,"Yandel, Feid",Yandel 150,La Leyenda LLC,8,73,27,11588903,regional-global-weekly-2023-07-13.csv
89,spotify:track:3yNJkriPzWjkkDAWHIAVUq,Taylor Swift,Ours (Taylor’s Version),Taylor Swift,89,-1,1,11532310,regional-global-weekly-2023-07-13.csv
90,spotify:track:23RoR84KodL5HWvUTneQ1w,Peggy Gou,(It Goes Like) Nanana - Edit,XL Recordings,84,84,3,11518741,regional-global-weekly-2023-07-13.csv
91,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Heat Waves,Polydor Records,1,70,133,11444872,regional-global-weekly-2023-07-13.csv
92,spotify:track:505v13epFXodT9fVAJ6h8k,KAROL G,AMARGURA,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,69,75,8,11403552,regional-global-weekly-2023-07-13.csv
93,spotify:track:5JdLUE9D743ob2RtgmVpVx,Jain,Makeba,Columbia,60,63,5,11373445,regional-global-weekly-2023-07-13.csv
94,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,19,78,150,11341461,regional-global-weekly-2023-07-13.csv
95,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,4,72,235,11330382,regional-global-weekly-2023-07-13.csv
96,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,F-Stop Records/Atlantic,83,83,126,11125418,regional-global-weekly-2023-07-13.csv
97,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,Fast Car,River House Artists/Columbia Nashville,87,87,14,10988767,regional-global-weekly-2023-07-13.csv
98,spotify:track:0NZPBYD5qbEWRs3PrGiRkT,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Capitol Records UK / EMI,1,81,42,10937552,regional-global-weekly-2023-07-13.csv
99,spotify:track:0PB0O24JqAuNdOAFVJljMS,"Eladio Carrion, Bad Bunny",Coco Chanel,Rimas Entertainment LLC,13,93,17,10792343,regional-global-weekly-2023-07-13.csv
100,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Me Porto Bonito,Rimas Entertainment LLC,2,82,62,10763377,regional-global-weekly-2023-07-13.csv
101,spotify:track:6GGtHZgBycCgGBUhZo81xe,Lana Del Rey,Say Yes To Heaven,Polydor Records,18,86,8,10758933,regional-global-weekly-2023-07-13.csv
102,spotify:track:6rdkCkjk6D12xRpdMXy0I2,NewJeans,New Jeans,ADOR,102,-1,1,10725767,regional-global-weekly-2023-07-13.csv
103,spotify:track:6T7FXSuXykeGktMLGp8WgE,"Lil Durk, J. Cole",All My Life (feat. J. Cole),Alamo,17,77,9,10701084,regional-global-weekly-2023-07-13.csv
104,spotify:track:2uhw2oYbugGJbn10wipNX5,"Mc Livinho, DJ Matt D",Novidade na Área,MBB Diamond,104,131,2,10641535,regional-global-weekly-2023-07-13.csv
105,spotify:track:5rurggqwwudn9clMdcchxT,"Metro Boomin, Swae Lee, NAV, A Boogie Wit da Hoodie","Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",Republic Records,14,54,6,10582248,regional-global-weekly-2023-07-13.csv
106,spotify:track:7j4OmvkjRz0PrjFADlHfQx,Adele,Set Fire to the Rain,XL Recordings,61,104,31,10462545,regional-global-weekly-2023-07-13.csv
107,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,72,99,47,10454791,regional-global-weekly-2023-07-13.csv
108,spotify:track:567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,89,105,10404689,regional-global-weekly-2023-07-13.csv
109,spotify:track:73RbfOTJIjHzi2pcVHjeHM,Doechii,What It Is (Solo Version),Top Dawg Entertainment/Capitol Records,109,118,5,10402536,regional-global-weekly-2023-07-13.csv
110,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,Loreen,Tattoo,Universal Music AB,11,85,9,10393644,regional-global-weekly-2023-07-13.csv
111,spotify:track:51FvjPEGKq2zByeeEQ43V9,"Marshmello, Manuel Turizo",El Merengue,Sony Music Latin,59,107,19,10298302,regional-global-weekly-2023-07-13.csv
112,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,Top Dawg Entertainment/RCA Records,32,102,29,10297445,regional-global-weekly-2023-07-13.csv
113,spotify:track:3RA55zrRkyPK8Fd86hrMy8,"Peso Pluma, Junior H",LUNA,Double P Records,18,44,3,10256522,regional-global-weekly-2023-07-13.csv
114,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),Republic Records,33,98,21,10255793,regional-global-weekly-2023-07-13.csv
115,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,109,23,10217475,regional-global-weekly-2023-07-13.csv
116,spotify:track:6Ec5LeRzkisa5KJtwLfOoW,"Metro Boomin, A$AP Rocky, Roisee","Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",Republic Records,30,80,6,10158226,regional-global-weekly-2023-07-13.csv
117,spotify:track:5Odq8ohlgIbQKMZivbWkEo,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),Atlantic Records,7,88,50,10153556,regional-global-weekly-2023-07-13.csv
118,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,Eminem Catalog PS,24,101,39,10107927,regional-global-weekly-2023-07-13.csv
119,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,Post Malone,Chemical,Mercury Records/Republic Records,18,116,13,10077432,regional-global-weekly-2023-07-13.csv
120,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Summertime Sadness,Polydor Records,94,100,48,10063824,regional-global-weekly-2023-07-13.csv
121,spotify:track:3oNnzH6hmqIGIhJ1NcHlrh,Maria Becerra,CORAZÓN VACÍO,WEA Latina,90,90,3,10061730,regional-global-weekly-2023-07-13.csv
122,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Columbia,34,105,100,10001364,regional-global-weekly-2023-07-13.csv
123,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,4,113,100,9973465,regional-global-weekly-2023-07-13.csv
124,spotify:track:4evLyY5Ue1Wesc61t2KXAU,Taylor Swift,Superman (Taylor’s Version),Taylor Swift,124,-1,1,9966794,regional-global-weekly-2023-07-13.csv
125,spotify:track:2VzCjpKvPB1l1tqLndtAQa,Peso Pluma,Por Las Noches,Worms Music,25,108,20,9925309,regional-global-weekly-2023-07-13.csv
126,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,62,106,26,9873609,regional-global-weekly-2023-07-13.csv
127,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,"Bizarrap, Shakira","Shakira: Bzrp Music Sessions, Vol. 53/66",DALE PLAY Records,2,97,27,9870523,regional-global-weekly-2023-07-13.csv
128,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,55,55,28,9787646,regional-global-weekly-2023-07-13.csv
129,spotify:track:5IAESfJjmOYu7cHyX557kz,BTS,Take Two,BIGHIT MUSIC,4,60,5,9749389,regional-global-weekly-2023-07-13.csv
130,spotify:track:7MVIfkyzuUmQ716j8U7yGR,"Milo j, Taiu",Rara Vez,Universal Music Argentina S.A.,40,143,20,9744537,regional-global-weekly-2023-07-13.csv
131,spotify:track:26cvTWJq2E1QqN4jyH2OTU,Anggi Marito,Tak Segampang Itu,PT. Universal Music Indonesia,70,112,11,9718550,regional-global-weekly-2023-07-13.csv
132,spotify:track:2CeKVsFFXG4QzA415QygGb,Feid,Feliz Cumpleaños Ferxxo,UMLE - Latino,32,122,47,9673796,regional-global-weekly-2023-07-13.csv
133,spotify:track:5eTaQYBE1yrActixMAeLcZ,"Calvin Harris, Ellie Goulding",Miracle (with Ellie Goulding),Columbia,63,119,18,9656691,regional-global-weekly-2023-07-13.csv
134,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Bones,Kid Ina Korner / Interscope,26,121,70,9604107,regional-global-weekly-2023-07-13.csv
135,spotify:track:3kf0WdFOalKWBkCCLJo4mA,Chino Pacas,El Gordo Trae El Mando,Street Mob Records/PFL/Geffen Records,27,94,22,9540499,regional-global-weekly-2023-07-13.csv
136,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,76,120,103,9505093,regional-global-weekly-2023-07-13.csv
137,spotify:track:25OeKzcqakFPaJlXHPE5lm,Carín León,Primera Cita,"Socios Music, LLC",137,154,2,9390430,regional-global-weekly-2023-07-13.csv
138,spotify:track:1MB8kTH7VKvAMfL9SHgJmG,"Sebastian Yatra, Manuel Turizo, Beéle",Vagabundo,UMLE - Latino,117,117,8,9386983,regional-global-weekly-2023-07-13.csv
139,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,Atlantic Records UK,4,125,330,9368515,regional-global-weekly-2023-07-13.csv
140,spotify:track:3HOKxuTDmNVmIlCIpBiD8m,"Peso Pluma, Jasiel Nuñez",LAGUNAS,Double P Records,140,174,3,9365996,regional-global-weekly-2023-07-13.csv
141,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,4,114,191,9361446,regional-global-weekly-2023-07-13.csv
142,spotify:track:0PZ04XgQ14FmKZBg3Gxlhr,Lana Del Rey,Radio,Polydor Records,141,141,3,9324153,regional-global-weekly-2023-07-13.csv
143,spotify:track:4uqJelb9THHmJ3OCohg4ZJ,"AgroPlay, Ana Castela",Nosso Quadro,AgroPlay,50,127,21,9310482,regional-global-weekly-2023-07-13.csv
144,spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,"Metro Boomin, Travis Scott, Young Thug",Trance (with Travis Scott & Young Thug),Republic Records,65,133,20,9304465,regional-global-weekly-2023-07-13.csv
145,spotify:track:65FftemJ1DbbZ45DUfHJXE,NewJeans,OMG,ADOR,14,155,28,9295447,regional-global-weekly-2023-07-13.csv
146,spotify:track:3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,Rimas Entertainment LLC,3,152,62,9261046,regional-global-weekly-2023-07-13.csv
147,spotify:track:6Um358vY92UBv5DloTRX9L,"Carín León, Grupo Frontera",Que Vuelvas,BorderKid Records/Sony Music Latin,36,129,28,9221906,regional-global-weekly-2023-07-13.csv
148,spotify:track:4uOBL4DDWWVx4RhYKlPbPC,i-dle,Queencard,Cube Entertainment,101,145,8,9141876,regional-global-weekly-2023-07-13.csv
149,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Everybody Wants To Rule The World,UMC (Universal Music Catalogue),105,128,44,9128915,regional-global-weekly-2023-07-13.csv
150,spotify:track:0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",lovely (with Khalid),Darkroom,24,123,273,9123298,regional-global-weekly-2023-07-13.csv
151,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Darkroom/Interscope Records,17,139,45,9118080,regional-global-weekly-2023-07-13.csv
152,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,"Don Omar, Lucenzo",Danza Kuduro,UMLE - Machete,104,130,10,9111664,regional-global-weekly-2023-07-13.csv
153,spotify:track:22skzmqfdWrjJylampe0kt,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Macklemore,107,136,74,9096664,regional-global-weekly-2023-07-13.csv
154,spotify:track:1oWkcc7hQdVYPQMyQ6AFov,Natanael Cano,Mi Bello Angel,WEA Latina,79,79,2,9028634,regional-global-weekly-2023-07-13.csv
155,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,43,135,80,9020623,regional-global-weekly-2023-07-13.csv
156,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,Atlantic Records,106,137,57,8999771,regional-global-weekly-2023-07-13.csv
157,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,11,134,23,8990725,regional-global-weekly-2023-07-13.csv
158,spotify:track:0U9CZWq6umZsN432nh3WWT,"Mc Pedrinho, DJ 900","Gol Bolinha, Gol Quadrado 2",GR6 Music,150,150,2,8990676,regional-global-weekly-2023-07-13.csv
159,spotify:track:6f8wbdo8KU5ETWJA7lapgS,Peso Pluma,BYE,Double P Records,44,103,7,8941377,regional-global-weekly-2023-07-13.csv
160,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,108,138,58,8936202,regional-global-weekly-2023-07-13.csv
161,spotify:track:0eFMbKCRw8KByXyWBw8WO7,Jung Kook,Still With You,BIGHIT MUSIC,156,156,2,8902980,regional-global-weekly-2023-07-13.csv
162,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,Island Records,17,146,26,8889243,regional-global-weekly-2023-07-13.csv
163,spotify:track:50x1Ic8CaXkYNvjmxe3WXy,New West,Those Eyes,Republic Records,86,132,28,8887267,regional-global-weekly-2023-07-13.csv
164,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,Kid Ina Korner / Interscope,16,140,336,8857353,regional-global-weekly-2023-07-13.csv
165,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Eminem Catalog PS,31,144,94,8837854,regional-global-weekly-2023-07-13.csv
166,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,72,151,46,8751750,regional-global-weekly-2023-07-13.csv
167,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,Universal-Island Records Ltd.,120,142,38,8724875,regional-global-weekly-2023-07-13.csv
168,spotify:track:228BxWXUYQPJrJYHDLOHkj,Daddy Yankee,Gasolina,Craft Latino,148,148,3,8716276,regional-global-weekly-2023-07-13.csv
169,spotify:track:0cNSq9T5l8gZnpY14rsTR2,"Peso Pluma, Natanael Cano",PRC,Double P Records,9,91,24,8672541,regional-global-weekly-2023-07-13.csv
170,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,RBMG/Def Jam,11,160,95,8668821,regional-global-weekly-2023-07-13.csv
171,spotify:track:46hzNOUOAlivuCZZ0wE3zi,"Sachin-Jigar, Varun Jain, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya","Tere Vaaste (From ""Zara Hatke Zara Bachke"")",Saregama,78,124,6,8644725,regional-global-weekly-2023-07-13.csv
172,spotify:track:6njJR3OIp3oA0Kc4aC9Tzf,"S3BZS, Mc Gw, Mc Menor Do Alvorada",MONTAGEM - PR FUNK,S3BZS,172,180,3,8640152,regional-global-weekly-2023-07-13.csv
173,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,101,162,117,8584617,regional-global-weekly-2023-07-13.csv
174,spotify:track:5NhLA2P7AiV3cloVmwtwLS,"Tainy, Arcángel, JHAYCO, Myke Towers, Omar Courtz, Arca",PASIEMPRE,"NEON16, LLC",111,111,2,8529272,regional-global-weekly-2023-07-13.csv
175,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Under The Influence,Chris Brown Entertainment/RCA Records,6,161,51,8472177,regional-global-weekly-2023-07-13.csv
